asset_turnover,current_ratio,dividend_yield,eps,return,on_bal_vol,operating_leverage,payout_ratio,price,price/book,price/cashflow,price/earnings,price/earnings/growth,profit_margin,roa,roe,ros,rsi,stddev,stoch_osc,vol_roc,period
0.652428208,0.8503937009999999,3.307118371,2.65,7.15466828,18931417,2.454957137,0.618867925,49.59,1.2198094179999999,7.444546332000001,18.71320755,0.308767925,8.68542876,5.666618726,22.21804511,16.87118818,60.08117562,0.85680689,-25.14159849,8.0,2016-2-1
0.652428208,0.8503937009999999,3.019757315,2.65,4.111657368,5612023,2.454957137,0.618867925,54.309,1.3358868659999998,8.152971703,20.49396226,0.338150377,8.68542876,5.666618726,22.21804511,16.87118818,55.2871498,0.5629135439999999,-103.7762238,9.0,2016-3-1
0.652428208,0.8503937009999999,2.916281386,2.65,0.184934917,-21817111,2.454957137,0.618867925,56.236000000000004,1.3832870019999999,8.442256655,21.22113208,0.350148679,8.68542876,5.666618726,22.21804511,16.87118818,78.04691859,0.903734186,95.55175364,75.0,2016-4-1
0.652428208,0.8503937009999999,2.8531663189999996,2.65,1.619693807,-3323019,2.454957137,0.618867925,57.48,1.413886779,8.629008332,21.69056604,0.35789434,8.68542876,5.666618726,22.21804511,16.87118818,57.26528476,0.583942616,-39.53112369,105.0,2016-5-1
0.652428208,0.8503937009999999,2.7679324889999997,2.65,7.913924051,18851671,2.454957137,0.618867925,59.25,1.457425046,8.894724141000001,22.35849057,0.368915094,8.68542876,5.666618726,22.21804511,16.87118818,66.35030208,0.660242817,-31.01424979,31.0,2016-6-1
0.652428208,0.8503937009999999,2.534384176,2.65,-1.415546283,11961978,2.454957137,0.618867925,64.71,1.591729531,9.71438986,24.41886792,0.402911321,8.68542876,5.666618726,22.21804511,16.87118818,24.2173059,0.5800184270000001,53.80184332,-17.0,2016-7-1
0.652428208,0.8503937009999999,2.571137415,2.65,-3.2829035039999996,-3067829,2.454957137,0.618867925,63.785,1.5689764819999998,9.575527078,24.06981132,0.397151887,8.68542876,5.666618726,22.21804511,16.87118818,35.90445986,0.763874345,79.52905431,38.0,2016-8-1
0.652428208,0.8503937009999999,2.641454733,2.65,0.354341489,17018523,2.454957137,0.618867925,62.086999999999996,1.527209263,9.320620047,23.42905660000001,0.386579434,8.68542876,5.666618726,22.21804511,16.87118818,53.26398886,0.827909516,65.01128668,-33.0,2016-9-1
0.652428208,0.8503937009999999,2.644564131,2.65,3.4669590739999996,8226184,2.454957137,0.618867925,62.013999999999996,1.5254136169999999,9.309661146,23.40150943,0.386124906,8.68542876,5.666618726,22.21804511,16.87118818,59.09989331,1.035913958,44.43008529,93.0,2016-10-1
0.652428208,0.8503937009999999,2.637079916,2.65,9.881009809,24703095,2.454957137,0.618867925,62.19,1.529742846,9.336082605,23.46792453,0.387220755,8.68542876,5.666618726,22.21804511,16.87118818,59.69276254,0.6844420170000001,-75.28567632,4.0,2016-11-1
0.652428208,0.8503937009999999,2.387920616,2.65,1.486626189,7507240,2.454957137,0.618867925,68.679,1.689358561,10.31022379,25.91660377,0.427623962,8.68542876,5.666618726,22.21804511,16.87118818,34.10186823,0.614548506,-15.44865865,-13.0,2016-12-1
4.43801424,0.8561986290000001,0.0,-2.29,2.2855849740000003,659778,2.810199027,0.0,44.19,18.34485135,59.71349286,-19.29694323,-0.129585312,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,49.45080547,3.977796722,84.61538462,121.0,2016-1-1
4.43801424,0.8561986290000001,0.0,-2.29,-5.182481752,-3427494,2.810199027,0.0,41.1,17.062081699999997,55.53800762,-17.94759825,-0.120524017,-5.750127205,-25.51914642,-244.85412680000002,-5.804618443,58.4139579,6.293411055,71.50621118,-71.0,2016-2-1
